"language","frequency","word","translation"
"Italian",122,"forse","perhaps"
"Italian",123,"certo","some"
"Italian",124,"vita","life"
"Italian",125,"fuori","out"
"Italian",126,"voi","you"
"Italian",127,"uomo","man"
"Italian",128,"sto","I'm"
"Italian",129,"adesso","now"
"Italian",130,"davvero","really"
"Italian",131,"anni","years"
"Italian",132,"cosi","so"
"Italian",133,"perche","because"
"Italian",134,"dio","god"
"Italian",135,"poi","then"
"Italian",136,"visto","seen"
"Italian",137,"ok","ok"
"Italian",138,"via","via"
"Italian",139,"parte","part"
"Italian",140,"proprio","own"
"Italian",141,"puoi","can"
"Italian",142,"credo","I believe"
"Italian",143,"piu","more"
"Italian",144,"sul","on"
"Italian",145,"beh","well"
"Italian",146,"volta","time"
"Italian",147,"cose","things"
"Italian",148,"quanto","what"
"Italian",149,"ciao","hello"
"Italian",150,"nessuno","no one"
"Italian",151,"amico","friend"
"Italian",152,"dopo","after"
"Italian",153,"può","can"
"Italian",154,"padre","father"
"Italian",155,"fai","do"
"Italian",156,"vuole","wants"
"Italian",157,"qualcuno","someone"
"Italian",158,"posto","place"
"Italian",159,"lavoro","working"
"Italian",160,"meglio","rather"
"Italian",161,"devi","you must"
"Italian",162,"già","already"
"Italian",163,"ed","and"
"Italian",164,"vedere","see"
"Italian",165,"giorno","daytime"
"Italian",166,"cazzo","fuck"
"Italian",167,"dai","from"
"Italian",168,"cui","which"
"Italian",169,"bisogno","need"
"Italian",170,"dal","from"
"Italian",171,"vai","vai"
"Italian",172,"ogni","every"
"Italian",173,"senza","without"
"Italian",174,"ce","there"
"Italian",175,"vieni","come"
"Italian",176,"ecco","here"
"Italian",177,"male","bad"
"Italian",178,"stata","been"
"Italian",179,"troppo","too"
"Italian",180,"qualche","some"
"Italian",181,"signor","Mr."
"Italian",182,"dobbiamo","we must"
"Italian",183,"dalla","from"
"Italian",184,"sarà","will"
"Italian",185,"tanto","much"
"Italian",186,"avete","have"
"Italian",187,"mamma","Mom"
"Italian",188,"ll","ll"
"Italian",189,"modo","means"
"Italian",190,"grande","great"
"Italian",191,"tra","between"
"Italian",192,"prego","Please"
"Italian",193,"miei","My"
"Italian",194,"favore","favor"
"Italian",195,"altra","other"
"Italian",196,"alle","to"
"Italian",197,"sa","know"
"Italian",198,"sembra","seems"
"Italian",199,"quindi","then"
"Italian",200,"guarda","watch"
"Italian",201,"soldi","money"
"Italian",202,"sulla","on"
"Italian",203,"dispiace","sorry"
"Italian",204,"parlare","speak"
"Italian",205,"sarebbe","would"
"Italian",206,"tre","three"
"Italian",207,"ai","to"
"Italian",208,"gente","people"
"Italian",209,"deve","must"
"Italian",210,"perchè","because"
"Italian",211,"dice","says"
"Italian",212,"aspetta","expected"
"Italian",213,"madre","mother"
"Italian",214,"momento","time"
"Italian",215,"nuovo","fresh"
"Italian",216,"questi","these"
"Italian",217,"mondo","World"
"Italian",218,"successo","achievement"
"Italian",219,"possiamo","we can"
"Italian",220,"nostro","our"
"Italian",221,"piace","like"
"Italian",222,"siete","you are"
"Italian",223,"forza","force"
"Italian",224,"aveva","had"
"Italian",225,"avere","have"
"Italian",226,"ero","I was"
"Italian",227,"figlio","child"
"Italian",228,"dentro","inside"
"Italian",229,"oggi","today"
"Italian",230,"ragazzi","boys"
"Italian",231,"penso","I think"
"Italian",232,"accordo","agreement"
"Italian",233,"facendo","doing"
"Italian",234,"queste","these"
"Italian",235,"é","is"
"Italian",236,"fosse","was"
"Italian",237,"faccio","I"
"Italian",238,"degli","from"
"Italian",239,"giusto","right"
"Italian",240,"altri","other"
"Italian",241,"avanti","forward"
"Italian",242,"nome","name"
"Italian",243,"avevo","I was"
"Italian",244,"lì","there"
"Italian",245,"farlo","do"
"Italian",246,"donna","woman"
"Italian",247,"notte","night"
"Italian",248,"basta","just"
"Italian",249,"subito","immediately"
"Italian",250,"tutte","All"
"Italian",251,"ah","ah"
"Italian",252,"tutta","throughout"
"Italian",253,"sapere","know"
"Italian",254,"signora","Mrs."
"Italian",255,"testa","head"
"Italian",256,"faccia","face"
"Italian",257,"porta","door"
"Italian",258,"bella","beautiful"
"Italian",259,"sicuro","secure"
"Italian",260,"eh","eh"
"Italian",261,"senti","feel"
"Italian",262,"vado","I"
"Italian",263,"persone","people"
"Italian",264,"uomini","men"
"Italian",265,"sentito","heard"
"Italian",266,"nostra","our"
"Italian",267,"preso","taken"
"Italian",268,"merda","shit"
"Italian",269,"tipo","type"
"Italian",270,"appena","just"
"Italian",271,"sotto","below"
"Italian",272,"idea","idea"
"Italian",273,"stare","stay"
"Italian",274,"ragazzo","boyfriend"
"Italian",275,"morto","dead"
"Italian",276,"paura","fear"
"Italian",277,"buona","good"
"Italian",278,"ragazza","girl"
"Italian",279,"abbia","have"
"Italian",280,"avuto","had"
"Italian",281,"stesso","itself"
"Italian",282,"erano","were"
"Italian",283,"moglie","wife"
"Italian",284,"potrebbe","could"
"Italian",285,"presto","early"
"Italian",286,"suoi","its"
"Italian",287,"pronto","ready"
"Italian",288,"pensi","think"
"Italian",289,"problema","problem"
"Italian",290,"capito","understood"
"Italian",291,"succede","happens"
"Italian",292,"ii","ii"
"Italian",293,"amore","love"
"Italian",294,"tuoi","your"
"Italian",295,"papà","Dad"
"Italian",296,"volte","times"
"Italian",297,"gia","already"
"Italian",298,"insieme","together"
"Italian",299,"tesoro","treasure"
"Italian",300,"domani","tomorrow"
"Italian",301,"vorrei","I would like to"
"Italian",302,"ragione","reason"
"Italian",303,"storia","history"
"Italian",304,"caso","case"
"Italian",305,"volevo","I wanted to"
"Italian",306,"nulla","nothing"
"Italian",307,"l","l"
"Italian",308,"prendere","catch"
"Italian",309,"okay","okay"
"Italian",310,"fino","up to"
"Italian",311,"qua","here"
"Italian",312,"trovato","found"
"Italian",313,"dici","about"
"Italian",314,"bello","beautiful"
"Italian",315,"venire","come"
"Italian",316,"macchina","machinery"
"Italian",317,"nei","in"
"Italian",318,"dato","given"
"Italian",319,"serve","serves"
"Italian",320,"giorni","days"
"Italian",321,"aver","have"
"Italian",322,"terra","ground"
"Italian",323,"dico","I say"
"Italian",324,"mano","hand"
"Italian",325,"stiamo","we are"
"Italian",326,"buon","good"
"Italian",327,"vediamo","see"
"Italian",328,"famiglia","family"
"Italian",329,"stanno","are"
"Italian",330,"piacere","please"
"Italian",331,"facciamo","we do"
"Italian",332,"aiuto","help"
"Italian",333,"fratello","brother"
"Italian",334,"scusa","excuse"
"Italian",335,"letto","bed"
"Italian",336,"secondo","according to"
"Italian",337,"fine","end"
"Italian",338,"ciò","what"
"Italian",339,"avrei","I"
"Italian",340,"diavolo","Devil"
"Italian",341,"amici","Friends"
"Italian",342,"polizia","police force"
"Italian",343,"state","been"
"Italian",344,"morte","death"
"Italian",345,"piano","floor"
"Italian",346,"meno","less"
"Italian",347,"capisco","I understand"
"Italian",348,"capo","Chief"
"Italian",349,"vedo","see it"
"Italian",350,"stati","been"
"Italian",351,"primo","first"
"Italian",352,"neanche","not even"
"Italian",353,"bel","nice"
"Italian",354,"quale","which"
"Italian",355,"là","there"
"Italian",356,"strada","road"
"Italian",357,"vedi","see"
"Italian",358,"vostro","your"
"Italian",359,"occhi","eyes"
"Italian",360,"salve","prejudice"
"Italian",361,"quei","those"
"Italian",362,"persona","person"
"Italian",363,"quelle","those"
"Italian",364,"quasi","almost"
"Italian",365,"dollari","dollars"
"Italian",366,"giro","around"
"Italian",367,"scusi","Excuse"
"Italian",368,"credi","believe"
"Italian",369,"ucciso","killed"
"Italian",370,"indietro","back"
"Italian",371,"acqua","water"
"Italian",372,"mentre","while"
"Italian",373,"sera","evening"
"Italian",374,"tornare","return"
"Italian",375,"contro","counter"
"Italian",376,"sento","feel"
"Italian",377,"sig","Mr."
"Italian",378,"avrebbe","would"
"Italian",379,"dovuto","due"
"Italian",380,"pensavo","I thought"
"Italian",381,"bambino","child"
"Italian",382,"film","movie"
"Italian",383,"mie","My"
"Italian",384,"mani","hands"
"Italian",385,"abbastanza","enough"
"Italian",386,"vostra","your"
"Italian",387,"bambini","children"
"Italian",388,"minuti","minutes"
"Italian",389,"andato","went"
"Italian",390,"anno","year"
"Italian",391,"cercando","looking"
"Italian",392,"col","with"
"Italian",393,"trovare","find out"
"Italian",394,"finito","finished"
"Italian",395,"nessun","no"
"Italian",396,"tardi","Later"
"Italian",397,"far","to"
"Italian",398,"chiama","calls"
"Italian",399,"ore","hours"
"Italian",400,"guerra","war"
"Italian",401,"nostri","our"
"Italian",402,"stavo","I was"
"Italian",403,"viene","is"
"Italian",404,"ia","ia"
"Italian",405,"prendi","take"
"Italian",406,"puo","can"
"Italian",407,"veramente","really"
"Italian",408,"piccolo","small"
"Italian",409,"cuore","heart"
"Italian",410,"nemmeno","not even"
"Italian",411,"giù","down"
"Italian",412,"forte","strong"
"Italian",413,"sola","only"
"Italian",414,"bravo","good"
"Italian",415,"stasera","tonight"
"Italian",416,"quelli","those"
"Italian",417,"numero","number"
"Italian",418,"città","town"
"Italian",419,"sue","its"
"Italian",420,"perso","lost"
"Italian",421,"punto","point"
"Italian",422,"fanno","do"
"Italian",423,"venuto","came"
"Italian",424,"felice","happy"
"Italian",425,"roba","stuff"
"Italian",426,"vecchio","old man"
"Italian",427,"uscire","get out"
"Italian",428,"importa","matter"
"Italian",429,"stessa","itself"
"Italian",430,"parla","speaks"
"Italian",431,"scuola","school"
"Italian",432,"comunque","however"
"Italian",433,"dietro","behind"
"Italian",434,"fu","was"
"Italian",435,"chiesto","asked"
"Italian",436,"nelle","in"
"Italian",437,"lascia","leaves"
"Italian",438,"spero","I hope"
"Italian",439,"figlia","daughter"
"Italian",440,"cinque","five"
"Italian",441,"dovrebbe","should"
"Italian",442,"pensato","thought"
"Italian",443,"quattro","four"
"Italian",444,"migliore","top"
"Italian",445,"morire","die"
"Italian",446,"importante","important"
"Italian",447,"donne","Women"
"Italian",448,"verso","to"
"Italian",449,"invece","instead"
"Italian",450,"eri","were"
"Italian",451,"poco","little"
"Italian",452,"marito","husband"
"Italian",453,"sangue","blood"
"Italian",454,"puttana","bitch"
"Italian",455,"potrei","I could"
"Italian",456,"ricordi","memories"
"Italian",457,"sara","will"
"Italian",458,"sapevo","I knew"
"Italian",459,"settimana","week"
"Italian",460,"amo","I love"
"Italian",461,"entrare","enter"
"Italian",462,"fate","do"
"Italian",463,"almeno","at least"
"Italian",464,"vicino","close"
"Italian",465,"dovrei","I should"
"Italian",466,"pensa","think"
"Italian",467,"capitano","Captain"
"Italian",468,"passato","past"
"Italian",469,"dottore","doctor"
"Italian",470,"colpa","fault"
"Italian",471,"possibile","possible"
"Italian",472,"piedi","feet"
"Italian",473,"farò","I will"
"Italian",474,"piccola","small"
"Italian",475,"ultima","last"
"Italian",476,"però","however,"
"Italian",477,"messo","put"
"Italian",478,"dammi","give me"
"Italian",479,"fatta","made"
"Italian",480,"pensare","think"
"Italian",481,"altre","other"
"Italian",482,"dovresti","you ought"
"Italian",483,"sentire","feel"
"Italian",484,"andata","gone"
"Italian",485,"ie","ie"
"Italian",486,"vivere","live"
"Italian",487,"portato","brought"
"Italian",488,"riesco","I can"
"Italian",489,"parlando","talking"
"Italian",490,"stanza","room"
"Italian",491,"auto","car"
"Italian",492,"pure","well"
"Italian",493,"ascolta","listen"
"Italian",494,"nessuna","no"
"Italian",495,"chiamato","called"
"Italian",496,"telefono","phone"
"Italian",497,"significa","means"
"Italian",498,"conosco","I know"
"Italian",499,"parlato","spoken"
"Italian",500,"tue","your"
"Italian",501,"corpo","body"
"Italian",502,"dare","give"
"Italian",503,"perdere","waste"
"Italian",504,"serio","serious"
"Italian",505,"volete","you want"
"Italian",506,"culo","ass"
"Italian",507,"vista","view"
"Italian",508,"lasciato","left"
"Italian",509,"conto","account"
"Italian",510,"mezzo","half"
"Italian",511,"ione","ion"
"Italian",512,"ben","well"
"Italian",513,"fossi","I was"
"Italian",514,"andando","going"
"Italian",515,"fuoco","fire"
"Italian",516,"buongiorno","good morning"
"Italian",517,"ricordo","memory"
"Italian",518,"be","be"
"Italian",519,"strano","strange"
"Italian",520,"prova","test"
"Italian",521,"genere","generally"
"Italian",522,"difficile","tough"
"Italian",523,"sopra","above"
"Italian",524,"ieri","yesterday"
"Italian",525,"john","john"
"Italian",526,"mangiare","eat"
"Italian",527,"re","King"
"Italian",528,"stava","was"
"Italian",529,"parola","word"
"Italian",530,"problemi","problems"
"Italian",531,"chiamo","call"
"Italian",532,"possa","can"
"Italian",533,"fortuna","fortune"
"Italian",534,"magari","maybe"
"Italian",535,"paese","country"
"Italian",536,"gioco","play"
"Italian",537,"figli","children"
"Italian",538,"s","s"
"Italian",539,"potuto","could"
"Italian",540,"mesi","months"
"Italian",541,"qual","what"
"Italian",542,"voleva","wanted"
"Italian",543,"possono","can"
"Italian",544,"mr","mr"
"Italian",545,"ln","ln"
"Italian",546,"signorina","Miss"
"Italian",547,"quanti","how many"
"Italian",548,"dimmi","tell me"
"Italian",549,"farti","you"
"Italian",550,"jack","jack"
"Italian",551,"molti","many people"
"Italian",552,"dicendo","saying"
"Italian",553,"sorella","sister"
"Italian",554,"qualsiasi","whatever"
"Italian",555,"nuova","new"
"Italian",556,"signori","Lords"
"Italian",557,"musica","music"
"Italian",558,"resto","rest"
"Italian",559,"davanti","before"
"Italian",560,"foto","photo"
"Italian",561,"ragazze","Girls"
"Italian",562,"pace","peace"
"Italian",563,"pare","Apparently"
"Italian",564,"domanda","application"
"Italian",565,"mente","mind"
"Italian",566,"torna","back"
"Italian",567,"attimo","moment"
"Italian",568,"tieni","keep"
"Italian",569,"dica","tell"
"Italian",570,"dovremmo","we should"
"Italian",571,"finita","over"
"Italian",572,"sacco","lot"
"Italian",573,"paio","couple"
"Italian",574,"senso","sense"
"Italian",575,"verità","truth"
"Italian",576,"capire","understand"
"Italian",577,"cio","what"
"Italian",578,"pistola","gun"
"Italian",579,"vivo","live"
"Italian",580,"lavorare","operate"
"Italian",581,"dalle","from"
"Italian",582,"cane","dog"
"Italian",583,"fra","between"
"Italian",584,"stia","is"
"Italian",585,"vogliono","want"
"Italian",586,"attenzione","attention"
"Italian",587,"festa","party"
"Italian",588,"andate","go"
"Italian",589,"agli","to"
"Italian",590,"vada","go"
"Italian",591,"farmi","me"
"Italian",592,"fantastico","wonderful"
"Italian",593,"saranno","will"
"Italian",594,"affari","business"
"Italian",595,"bere","drinking"
"Italian",596,"unica","only"
"Italian",597,"vede","sees"
"Italian",598,"dicono","say"
"Italian",599,"aria","air"
"Italian",600,"buono","good"
"Italian",601,"unico","only"
"Italian",602,"presidente","President"
"Italian",603,"passare","pass"
"Italian",604,"papa","Pope"
"Italian",605,"cielo","sky"
"Italian",606,"spiace","sorry"
"Italian",607,"agente","agent"
"Italian",608,"coraggio","bravery"
"Italian",609,"fammi","let me"
"Italian",610,"squadra","team"
"Italian",611,"cara","dear"
"Italian",612,"luce","light"
"Italian",613,"ufficio","office"
"Italian",614,"sapete","you know"
"Italian",615,"dormire","sleep"
"Italian",616,"avessi","I"
"Italian",617,"divertente","entertaining"
"Italian",618,"capisci","understand"
"Italian",619,"smettila","stop"
"Italian",620,"new","new"
"Italian",621,"facile","easy"
"Italian",622,"controllo","check"
"Italian",623,"esatto","exactly"
"Italian",624,"potete","you can"
"Italian",625,"lungo","long"
"Italian",626,"giovane","young"
"Italian",627,"generale","General"
"Italian",628,"parole","words"
"Italian",629,"sappiamo","we know"
"Italian",630,"ultimo","latest"
"Italian",631,"entra","enters"
"Italian",632,"cristo","christ"
"Italian",633,"probabilmente","probably"
"Italian",634,"faremo","we will"
"Italian",635,"gran","large"
"Italian",636,"morti","dead"
"Italian",637,"morta","dead"
"Italian",638,"siano","are"
"Italian",639,"vogliamo","we want"
"Italian",640,"fatti","facts"
"Italian",641,"cena","dinner"
"Italian",642,"hey","hey"
"Italian",643,"uccidere","kill"
"Italian",644,"farà","will"
"Italian",645,"avevi","had"
"Italian",646,"credere","believe"
"Italian",647,"nostre","our"
"Italian",648,"voce","item"
"Italian",649,"sulle","on"
"Italian",650,"arrivato","arrived"
"Italian",651,"cerca","search"
"Italian",652,"molte","many"
"Italian",653,"attento","careful"
"Italian",654,"scritto","written"
"Italian",655,"pronti","ready"
"Italian",656,"libro","Book"
"Italian",657,"sarei","I would"
"Italian",658,"sui","on"
"Italian",659,"cura","care"
"Italian",660,"voglia","will"
"Italian",661,"chiedo","I ask"
"Italian",662,"vuol","means"
"Italian",663,"pazzo","wild"
"Italian",664,"tratta","is"
"Italian",665,"ordine","Order"
"Italian",666,"esattamente","exactly"
"Italian",667,"lontano","away"
"Italian",668,"perfetto","perfect"
"Italian",669,"dieci","ten"
"Italian",670,"potresti","could"
"Italian",671,"finché","while"
"Italian",672,"caro","dear"
"Italian",673,"cercare","search"
"Italian",674,"stupido","stupid"
"Italian",675,"conosci","you know"
"Italian",676,"passo","step"
"Italian",677,"sbagliato","wrong"
"Italian",678,"sicura","safety"
"Italian",679,"arrivo","incoming"
"Italian",680,"alcuni","some"
"Italian",681,"parli","talk"
"Italian",682,"farai","do"
"Italian",683,"chiaro","clear"
"Italian",684,"arrivare","reach"
"Italian",685,"sarai","you will be"
"Italian",686,"prendo","I take"
"Italian",687,"prossima","next"
"Italian",688,"motivo","reason"
"Italian",689,"credevo","I thought"
"Italian",690,"restare","remain"
"Italian",691,"stronzo","asshole"
"Italian",692,"né","nor"
"Italian",693,"sarò","I will be"
"Italian",694,"chiami","call"
"Italian",695,"avresti","would"
"Italian",696,"campo","field"
"Italian",697,"arriva","arrives"
"Italian",698,"aspettare","expect"
"Italian",699,"viaggio","Travel"
"Italian",700,"minuto","minute"
"Italian",701,"eravamo","we were"
"Italian",702,"guardare","watch"
"Italian",703,"aspetto","appearance"
"Italian",704,"lasciami","let me"
"Italian",705,"dello","the"
"Italian",706,"resta","remains"
"Italian",707,"fermo","firm"
"Italian",708,"diventare","become"
"Italian",709,"inizio","starting"
"Italian",710,"camera","Room"
"Italian",711,"giocare","play"
"Italian",712,"fretta","quickly"
"Italian",713,"ospedale","hospital"
"Italian",714,"lasciare","leave"
"Italian",715,"alto","high"
"Italian",716,"idiota","idiot"
"Italian",717,"continua","continues"
"Italian",718,"mettere","put"
"Italian",719,"zitto","shut up"
"Italian",720,"armi","weapons"
"Italian",721,"benissimo","well"
"Italian",722,"milioni","million"
"Italian",723,"negli","in"
"Italian",724,"bocca","mouth"
"Italian",725,"crede","believes"
"Italian",726,"bambina","child"
"Italian",727,"ricevuto","received"
"Italian",728,"dottor","Dr."
"Italian",729,"portare","carry"
"Italian",730,"venite","come"
"Italian",731,"venga","is"
"Italian",732,"causa","because"
"Italian",733,"trova","located"
"Italian",734,"metti","put"
"Italian",735,"durante","during"
"Italian",736,"bastardo","bastard"
"Italian",737,"potremmo","we could"
"Italian",738,"bagno","bathroom"
"Italian",739,"devono","must"
"Italian",740,"guardate","look"
"Italian",741,"vanno","go"
"Italian",742,"soltanto","only"
"Italian",743,"onore","honor"
"Italian",744,"colpo","shot"
"Italian",745,"sole","sun"
"Italian",746,"bisogna","must"
"Italian",747,"tornato","back"
"Italian",748,"succedendo","going"
"Italian",749,"zio","Uncle"
"Italian",750,"vostri","your"
"Italian",751,"permesso","allowed"
"Italian",752,"torno","go back"
"Italian",753,"voluto","wanted"
"Italian",754,"dovete","have"
"Italian",755,"gruppo","group"
"Italian",756,"grandi","large"
"Italian",757,"situazione","situation"
"Italian",758,"genitori","parents"
"Italian",759,"denaro","money"
"Italian",760,"lasci","leave"
"Italian",761,"preoccuparti","worry"
"Italian",762,"settimane","weeks"
"Italian",763,"venuta","coming"
"Italian",764,"dirmi","tell me"
"Italian",765,"york","york"
"Italian",766,"piacerebbe","would"
"Italian",767,"capelli","hair"
"Italian",768,"sogno","dream"
"Italian",769,"chiamare","call"
"Italian",770,"giornata","day"
"Italian",771,"addio","goodbye"
"Italian",772,"allo","to"
"Italian",773,"odio","hate"
"Italian",774,"frank","frank"
"Italian",775,"the","the"
"Italian",776,"futuro","future"
"Italian",777,"joe","joe"
"Italian",778,"disse","said"
"Italian",779,"porto","port"
"Italian",780,"matrimonio","marriage"
"Italian",781,"traduzione","translation"
"Italian",782,"prigione","prison"
"Italian",783,"do","do"
"Italian",784,"oltre","more"
"Italian",785,"sam","sam"
"Italian",786,"mandato","mandate"
"Italian",787,"pezzo","piece"
"Italian",788,"guai","trouble"
"Italian",789,"legge","law"
"Italian",790,"aspetti","aspects"
"Italian",791,"aereo","plane"
"Italian",792,"avesse","had"
"Italian",793,"circa","about"
"Italian",794,"deciso","decided"
"Italian",795,"qualunque","whatever"
"Italian",796,"cibo","food"
"Italian",797,"piuttosto","rather"
"Italian",798,"prende","takes"
"Italian",799,"sicurezza","security"
"Italian",800,"guardi","look"
"Italian",801,"fondo","bottom"
"Italian",802,"scelta","choice"
"Italian",803,"semplice","simple"
"Italian",804,"speciale","Special"
"Italian",805,"brava","good"
"Italian",806,"vera","TRUE"
"Italian",807,"occhio","eye"
"Italian",808,"chiunque","anyone"
"Italian",809,"usare","use"
"Italian",810,"fame","hunger"
"Italian",811,"vattene","get out"
"Italian",812,"sistema","system"
"Italian",813,"potere","authority"
"Italian",814,"brutto","bad"
"Italian",815,"tanti","many"
"Italian",816,"saperlo","know"
"Italian",817,"mattina","morning"
"Italian",818,"vengo","I come"
"Italian",819,"domande","questions"
"Italian",820,"natale","Christmas"
"Italian",821,"vecchia","old"
"Italian",822,"mese","month"
"Italian",823,"piacciono","like"
"Italian",824,"nave","ship"
"Italian",825,"ormai","now"
"Italian",826,"provare","try"
"Italian",827,"cambiare","change"
"Italian",828,"funziona","works"
"Italian",829,"www","www"
"Italian",830,"messaggio","message"
"Italian",831,"ottimo","excellent"
"Italian",832,"tom","tom"
"Italian",833,"compagnia","company"
"Italian",834,"prossimo","neighbor"
"Italian",835,"avvocato","counsel"
"Italian",836,"c","c"
"Italian",837,"assolutamente","absolutely"
"Italian",838,"buonanotte","good night"
"Italian",839,"ê","ê"
"Italian",840,"incidente","accident"
"Italian",841,"solito","usual"
"Italian",842,"specie","species"
"Italian",843,"glielo","him"
"Italian",844,"peccato","sin"
"Italian",845,"ve","I"
"Italian",846,"pensando","thinking"
"Italian",847,"entrambi","both"
"Italian",848,"addosso","him"
"Italian",849,"esercito","army"
"Italian",850,"gentile","kind"
"Italian",851,"radio","radio"
"Italian",852,"servizio","service"
"Italian",853,"sette","seven"
"Italian",854,"finire","end"
"Italian",855,"avrai","you'll"
"Italian",856,"veloce","quick"
"Italian",857,"spesso","often"
"Italian",858,"incredibile","incredible"
"Italian",859,"dirlo","say"
"Italian",860,"tv","tv"
"Italian",861,"t","t"
"Italian",862,"finalmente","finally"
"Italian",863,"parti","parts"
"Italian",864,"tante","many"
"Italian",865,"provato","established"
"Italian",866,"tizio","someone"
"Italian",867,"pagare","pay"
"Italian",868,"poteva","could"
"Italian",869,"scena","scene"
"Italian",870,"occhiata","look"
"Italian",871,"segreto","secret"
"Italian",872,"intorno","about"
"Italian",873,"vederti","see you"
"Italian",874,"quali","which"
"Italian",875,"grosso","thick"
"Italian",876,"calma","calm"
"Italian",877,"vestiti","clothes"
"Italian",878,"sanno","know"
"Italian",879,"cavallo","horse"
"Italian",880,"dirti","tell"
"Italian",881,"carino","pretty"
"Italian",882,"centro","center"
"Italian",883,"conosce","knows"
"Italian",884,"santo","holy"
"Italian",885,"doveva","had"
"Italian",886,"chiave","wrench"
"Italian",887,"fallo","foul"
"Italian",888,"dí","morrow"
"Italian",889,"amica","friend"
"Italian",890,"michael","michael"
"Italian",891,"avrà","will"
"Italian",892,"pieno","full"
"Italian",893,"sesso","sex"
"Italian",894,"libero","Free"
"Italian",895,"grado","degree"
"Italian",896,"freddo","cold"
"Italian",897,"dimenticato","Forgot"
"Italian",898,"arrivederci","goodbye"
"Italian",899,"ritardo","delay"
"Italian",900,"poter","to"
"Italian",901,"andrà","will"
"Italian",902,"sinistra","left"
"Italian",903,"giuro","I swear"
"Italian",904,"oro","gold"
"Italian",905,"scoperto","uncovered"
"Italian",906,"america","america"
"Italian",907,"faceva","was"
"Italian",908,"faro","lighthouse"
"Italian",909,"cervello","brain"
"Italian",910,"otto","eight"
"Italian",911,"treno","train"
"Italian",912,"david","david"
"Italian",913,"cercato","sought"
"Italian",914,"mare","sea"
"Italian",915,"//","/ /"
"Italian",916,"intenzione","purpose"
"Italian",917,"nello","in"
"Italian",918,"tempi","times"
"Italian",919,"completamente","completely"
"Italian",920,"avevano","had"
"Italian",921,"fermi","firm"
"Italian",922,"servono","serve"
"Italian",923,"terribile","dreadful"
"Italian",924,"ricorda","recalls"
"Italian",925,"lettera","letter"
"Italian",926,"scusate","sorry"
"Italian",927,"trovo","I"
"Italian",928,"silenzio","silence"
"Italian",929,"caffè","Coffee"
"Italian",930,"scusami","I'm sorry"
"Italian",931,"rapporto","report"
"Italian",932,"sente","feel"
"Italian",933,"arrivando","coming"
"Italian",934,"nero","Black"
"Italian",935,"d","d"
"Italian",936,"anima","soul"
"Italian",937,"j","j"
"Italian",938,"aiutare","support"
"Italian",939,"consiglio","advice"
"Italian",940,"interessa","interested"
"Italian",941,"rispetto","than"
"Italian",942,"chiedere","ask for"
"Italian",943,"maestro","master"
"Italian",944,"laggiù","over there"
"Italian",945,"saremo","we will"
"Italian",946,"destra","right"
"Italian",947,"mille","thousand"
"Italian",948,"saputo","known"
"Italian",949,"pronta","ready"
"Italian",950,"partita","game"
"Italian",951,"quante","how many"
"Italian",952,"diritto","right"
"Italian",953,"cambiato","changed"
"Italian",954,"dovevo","I had to"
"Italian",955,"realtà","reality"
"Italian",956,"peggio","worse"
"Italian",957,"stanotte","tonight"
"Italian",958,"omicidio","murder"
"Italian",959,"linea","line"
"Italian",960,"tranquillo","quiet"
"Italian",961,"siediti","Sit"
"Italian",962,"diverso","different"
"Italian",963,"alcune","several"
"Italian",964,"governo","Government"
"Italian",965,"impossibile","impossible"
"Italian",966,"accidenti","accidents"
"Italian",967,"tenente","Lieutenant"
"Italian",968,"dolore","sorrow"
"Italian",969,"fronte","front"
"Italian",970,"farci","us"
"Italian",971,"sorpresa","surprise"
"Italian",972,"ferma","stops"
"Italian",973,"citta","city"
"Italian",974,"risposta","reply"
"Italian",975,"duro","hard"
"Italian",976,"prove","evidence"
"Italian",977,"guardia","watch"
"Italian",978,"normale","usual"
"Italian",979,"aspettando","waiting"
"Italian",980,"uh","uh"
"Italian",981,"pubblico","public"
"Italian",982,"vengono","are"
"Italian",983,"vestito","dress"
"Italian",984,"base","base"
"Italian",985,"chiamata","call"
"Italian",986,"porti","ports"
"Italian",987,"miss","Miss"
"Italian",988,"sapeva","knew"
"Italian",989,"soli","only"
"Italian",990,"vale","worth"
"Italian",991,"dagli","from"
"Italian",992,"paul","paul"
"Italian",993,"direi","I would say"
"Italian",994,"luogo","place"
"Italian",995,"incontro","meeting"
"Italian",996,"personale","staff"
"Italian",997,"chiuso","closed"
"Italian",998,"tenere","hold"
"Italian",999,"manca","missing"
"Italian",1000,"inferno","Hell"
"Latvian",1,"ir","is"
"Latvian",2,"es","I"
"Latvian",3,"un","and"
"Latvian",4,"tu","you"
"Latvian",5,"tas","it"
"Latvian",6,"ka","that"
"Latvian",7,"to","the"
"Latvian",8,"man","me"
"Latvian",9,"vai","or"
"Latvian",10,"ko","what"
"Latvian",11,"ar","with"
"Latvian",12,"kas","that"
"Latvian",13,"kā","as"
"Latvian",14,"tā","it"
"Latvian",15,"par","about"
"Latvian",16,"viņš","he"
"Latvian",17,"uz","to"
"Latvian",18,"no","from"
"Latvian",19,"tev","you"
"Latvian",20,"nav","not"
"Latvian",21,"mēs","we"
"Latvian",22,"labi","good"
"Latvian",23,"lai","that"
"Latvian",24,"bet","and"
"Latvian",25,"jūs","you"
